NOME	REGIME	ANO	NÚMERO	CURSO
Thales Carvalho	trabalhador-estudante	3	5697	TUR
Joaquim Cavalcanti	trabalhador-estudante	1	4001	EE
Pedro Porto	trabalhador-estudante	2	4090	EC
Joana Ferreira	trabalhador-estudante	2	7772	EM
 Bryan Dias	trabalhador-estudante	2	6691	TUR
Valentina da Rocha	trabalhador-estudante	2	7266	TDM
 Bernardo da Mota	trabalhador-estudante	1	7145	CONT
Lavinia Fogaca	trabalhador-estudante	2	2623	EM
Maria Alice da Rocha	trabalhador-estudante	2	5700	EA
Cecilia Moura	trabalhador-estudante	1	5878	TDMO
Kaique da Mota	trabalhador-estudante	1	7792	EI
Luana Moura	trabalhador-estudante	3	5259	TUR
Juan Azevedo	trabalhador-estudante	3	6393	EI
Gabriel Barbosa	trabalhador-estudante	1	7761	EC
Eduardo Cardoso	trabalhador-estudante	2	6461	EI
Alicia Barros	trabalhador-estudante	1	1938	GE
Alexia Cavalcanti	trabalhador-estudante	1	3090	TDM
Carlos Eduardo Teixeira	trabalhador-estudante	3	5186	EM
Julia Cunha	trabalhador-estudante	1	5345	GE
 Luiz Henrique Azevedo	trabalhador-estudante	1	5307	CONT
 Rafael Costa	normal	3	2389	EC
Catarina da Mata	normal	3	7412	TUR
Pietro Moreira	normal	1	1927	MKT
Olivia Carvalho	dirigente-associativo	3	1229	EM
Carlos Eduardo Pinto	normal	1	3546	TDMO
Clarice Pinto	normal	1	6064	MKT
Natalia Lima	normal	3	1220	EM
Maria Julia Melo	normal	1	6292	EM
Sabrina Pires	normal	3	4151	MKT
 Stella Azevedo	normal	2	1300	EM
Alana Rocha	normal	1	3305	EM
 Thales Lima	normal	1	7479	TDMO
Gabriel Fernandes	normal	2	5233	TUR
Gabrielly da Mota	normal	1	2431	EC
Mirella da Rocha	normal	2	2813	EE
Lavinia Lima	normal	3	7256	GE
Olivia Azevedo	normal	3	1931	TDM
Manuela Peixoto	dirigente-associativo	3	5324	MKT
 Valentina Viana	normal	1	4585	EA
 Renan da Cruz	normal	2	2331	TUR
Luigi Farias	normal	1	3561	EA
 Joaquim Castro	normal	3	7670	EE
Sophie das Neves	normal	1	3241	TUR
Leonardo Azevedo	normal	2	2339	CONT
 Larissa Moreira	normal	3	6408	TUR
Anthony Moreira	normal	3	4654	EC
Caua Sales	normal	1	6030	EI
 Camila das Neves	normal	3	5856	EC
 Matheus da Conceicao	normal	3	3401	TDM
Evelyn da Mata	normal	2	2572	EM
Alexandre da Rosa	normal	3	4432	TDMO
 Ana Carolina Correia	normal	1	1846	MKT
Emanuella Cunha	normal	2	1133	GI
Kamilly Viana	normal	3	5282	EA
Cecilia Lima	normal	3	4765	EA
Beatriz Martins	normal	2	2844	TDMO
 Raul Castro	normal	1	1925	EA
Maria Alice Costa	normal	3	7350	GE
Bianca Moreira	normal	1	6985	GI
Davi Lucas Almeida	normal	1	6829	MKT
Renan Fogaca	normal	3	7315	GE
Calebe Costela	normal	3	2501	MKT
Yago Souza	normal	1	2514	EC
Maria Fernanda Pinto	normal	3	5093	TDMO
Matheus Lopes	normal	1	5161	EE
Davi Luiz Pereira	normal	2	2414	MKT
 Joao Pedro Lopes	normal	3	6794	TDM
Raul da Conceicao	normal	2	1548	EE
 Stephany Fernandes	normal	3	4953	EM
Leonardo Martins	normal	2	1448	TUR
Kaique da Luz	normal	1	2354	EA
Bianca da Rocha	normal	3	2401	EE
Sophia da Cruz	normal	3	4174	MKT
Bianca Nascimento	normal	2	7928	CONT
Lorena Moura	normal	1	2767	TUR
Ana Laura Santos	normal	3	6571	TDMO
 Brenda Freitas	normal	2	7017	EA
 Maria Luiza Dias	normal	1	7552	EC
Alana Campos	normal	2	3670	CONT
Raul Aragao	normal	3	6695	EE
Augusto Porto	normal	2	5418	TDM
 Alana Pires	normal	2	4703	TUR
Miguel Monteiro	normal	1	2804	MKT
Maria da Mata	normal	2	3913	GI
Joao Felipe Porto	normal	2	3959	CONT
 Vitoria Oliveira	normal	2	6622	GE
Enzo Moreira	normal	2	5258	EI
Catarina Pinto	normal	1	2453	EA
Caue Rocha	normal	1	4173	EA
Rafael Moraes	normal	1	5296	TUR
Pedro Henrique da Rosa	normal	1	3224	MKT
 Livia Porto	normal	2	3199	TDMO
Lucas Gabriel Jesus	normal	2	5333	TDM
 Luiz Otavio Moreira	normal	1	4674	GI
Davi Caldeira	normal	1	5886	EE
Thomas da Rocha	normal	2	4525	EM
Vitor Gabriel da Mota	normal	3	4629	CONT
Brenda Dias	dirigente-associativo	3	4257	EM
Pedro Henrique Cunha	normal	3	2694	EM
Milena Moreira	normal	2	1599	GE
Luigi Cardoso	normal	3	5558	GI
Igor Barros	normal	3	3664	CONT
 Caroline Vieira	normal	1	2720	MKT
Pietro Campos	normal	2	5850	EC
Maria Sophia Santos	normal	3	7195	GI
Pedro Lucas da Luz	normal	2	2393	EI
Pietro Rocha	normal	2	1963	TDM
Lavinia Silva	normal	1	2061	EC
 Paulo Carvalho	normal	1	1430	EE
Isis Goncalves	normal	3	5717	GI
Pietra Melo	normal	3	2850	CONT
Eduarda Souza	normal	1	6742	GE
 Luigi Martins	normal	2	5072	TDMO
Lorenzo Costela	normal	2	1050	GI
Rafaela Castro	normal	1	2595	CONT
 Eloah Ribeiro	normal	3	4420	CONT
 Isis Moura	normal	2	1474	EM
Maria Vitoria Correia	normal	3	6225	EM
Alicia Campos	normal	1	5430	GI
 Caue Moura	normal	1	5173	TUR
Marcos Vinicius Pinto	normal	3	1742	EM
Ian Ferreira	normal	2	5150	EI
Alicia Cunha	normal	2	3364	EA
Noah Pires	normal	3	3157	TDMO
 Erick Carvalho	normal	2	7153	EE
Rodrigo Pereira	normal	1	3403	EM
Caroline Oliveira	normal	1	4991	EC
Mariane Barbosa	normal	3	1246	EC
Pedro Lucas Moura	normal	1	1635	EE
Davi Sales	normal	1	2289	TDM
Luigi Teixeira	normal	2	4276	EM
Maria Azevedo	normal	1	2939	EC
Benjamin da Mata	normal	1	4075	EE
Pedro Lucas Monteiro	normal	1	7632	GE
Gustavo Henrique Peixoto	normal	2	6438	EM
 Erick Castro	normal	3	5611	MKT
Antonio da Mata	normal	1	7332	EM
 Caroline Gomes	normal	3	7113	GI
 Alana Monteiro	normal	1	5578	EE
Melissa Caldeira	normal	1	1110	EI
Gabriela Cardoso	normal	2	1273	EI
Enzo Gabriel Pires	normal	3	7805	GI
Maite Moura	normal	2	5163	GE
 Yuri Jesus	normal	1	1983	TUR
Breno da Cruz	normal	1	4157	EM
Thomas Barbosa	normal	3	6005	EI
 Maria Julia Pires	normal	1	4407	TDMO
Matheus da Mota	normal	2	3733	EC
Levi Oliveira	dirigente-associativo	1	5512	EM
Sophie Freitas	normal	2	7959	TDM
Leonardo Souza	normal	3	6418	TDM
Maria Fernandes	normal	1	4162	GI
Joana Nunes	normal	1	4700	GE
Davi Luiz da Conceicao	normal	2	2458	GE
Gabriel Jesus	normal	3	4731	GI
Samuel Freitas	normal	3	5388	GI
Emanuella da Luz	trabalhador-estudante	2	5188	EI
Barbara Monteiro	trabalhador-estudante	3	5584	TUR
Raul Barros	trabalhador-estudante	2	2461	GI
Pedro Miguel Rezende	trabalhador-estudante	2	5972	TDMO
Gabrielly Moreira	trabalhador-estudante	3	5769	TUR
Luna Goncalves	trabalhador-estudante	2	6739	GI
 Sofia Ferreira	trabalhador-estudante	2	4946	EC
Isaac Porto	trabalhador-estudante	3	1625	EM
Lucca Farias	trabalhador-estudante	3	4164	GE
Nina da Paz	trabalhador-estudante	1	5754	GI
Ana Livia Pereira	trabalhador-estudante	1	7529	GI
Joao Miguel Nogueira	trabalhador-estudante	3	1555	GE
Caue Rezende	trabalhador-estudante	2	3615	MKT
Joao Felipe Teixeira	trabalhador-estudante	1	7649	EM
Marina Pires	trabalhador-estudante	3	4790	TDMO
Danilo Nogueira	trabalhador-estudante	2	2120	EI
 Arthur Oliveira	trabalhador-estudante	1	5045	EE
Luiz Miguel Monteiro	trabalhador-estudante	3	7102	TUR
Yuri Silva	trabalhador-estudante	2	1626	EI
Ana Julia Freitas	normal	3	1423	EI
Maysa da Cunha	normal	2	5070	EM
Noah Costa	normal	2	5603	GI
Ana Santos	normal	3	6231	MKT
Lavinia Oliveira	normal	3	4856	EI
Heitor Almeida	normal	1	7040	TDM
Sophie Pinto	normal	1	6499	GI
Leandro Vieira	normal	1	4450	GI
Camila Rocha	normal	2	5118	EI
 Gabriela da Mota	normal	2	5432	GE
Pedro Viana	normal	3	5183	EE
Rebeca Cardoso	normal	1	7516	EE
Ana Carolina Rodrigues	normal	1	3690	EA
Noah Costa	normal	3	3954	MKT
Francisco da Mata	normal	3	1432	GE
 Joao Gabriel da Rocha	normal	1	6122	EM
Isabella Melo	normal	3	3869	EE
Benjamin Monteiro	normal	2	5755	EI
 Paulo Nascimento	normal	1	7709	GI
Daniela da Luz	normal	3	4426	EC
Davi Lucca Silva	normal	1	6176	MKT
Caua da Conceicao	normal	1	6892	TDMO
Alana Duarte	normal	1	2772	EC
Joao Lucas Silveira	normal	1	3107	TDM
Kamilly da Luz	dirigente-associativo	3	6993	GI
Raquel Alves	normal	1	3691	CONT
 Heitor Pereira	normal	3	2540	TDMO
Isabella Pires	normal	2	4773	MKT
Carlos Eduardo Peixoto	normal	1	4052	EM
Juliana Costela	normal	1	2235	GE
 Emanuelly Alves	normal	2	4757	TUR
Esther Viana	normal	1	3506	EE
Pedro Henrique Santos	normal	3	1683	CONT
Luiz Felipe Silva	normal	1	1137	CONT
Maria Cecilia Cardoso	normal	3	4386	EE
Marcela Fernandes	normal	3	7771	CONT
Diego da Cruz	normal	3	4819	TDMO
Alana Rocha	normal	3	6055	GE
Manuela da Cunha	normal	1	2233	GI
Maria Clara Fernandes	normal	1	4561	CONT
Bernardo Castro	normal	1	6376	EI
Maria Luiza da Paz	normal	2	4633	CONT
 Kamilly Barros	normal	2	4237	TUR
Ian Ferreira	normal	1	5053	GI
Benjamin Dias	normal	2	3476	EM
Ana Laura da Mata	normal	3	5338	TDM
Brenda Nogueira	normal	3	5483	MKT
Pedro Lucas Campos	normal	1	3992	GE
Caroline Rodrigues	normal	3	3207	EM
Raul Correia	normal	2	2471	EE
Joao Felipe Castro	normal	2	1155	CONT
Rafaela Sales	normal	3	4772	EI
Daniela Silva	normal	3	3064	EC
Davi Lucca da Conceicao	normal	1	4077	EC
Marina Freitas	normal	3	5803	EC
Heloisa Mendes	normal	1	6344	EE
Ana Viana	normal	2	7593	CONT
Bernardo da Rocha	normal	2	4275	EA
Joao Pedro da Costa	normal	2	4358	EM
Maria Luiza da Mota	normal	1	6790	EE
Bruna Cunha	normal	2	2936	EE
Heitor Pereira	normal	3	7678	EI
 Maite Fogaca	normal	3	1738	EA
Melissa Nogueira	normal	1	5570	GE
Ana Luiza Moura	normal	2	2298	TDM
Igor Pereira	normal	2	1018	GE
Samuel Carvalho	normal	2	3375	EI
Juan da Cruz	normal	2	2215	TDMO
Carolina Costela	normal	3	3058	EA
Anthony Correia	normal	3	1688	GI
Ana Beatriz da Paz	normal	3	6099	MKT
Joao Guilherme Sales	normal	1	7952	EC
Enzo Gabriel Costa	normal	2	2630	TDM
Carolina da Cruz	normal	3	1591	GI
Ana Laura Moura	normal	3	4618	TUR
Daniel Aragao	normal	1	3358	TDM
Felipe Nogueira	normal	2	2699	EA
Barbara Cardoso	normal	2	3246	EE
Juliana Fogaca	normal	1	3758	CONT
 Leandro Aragao	normal	3	3807	EC
Breno Nogueira	normal	1	3320	EA
Rafael Oliveira	normal	3	6803	CONT
Luiz Miguel Correia	normal	1	6116	EI
 Alana Araujo	normal	1	2187	GE
Murilo Fogaca	normal	3	4866	EI
Caue Oliveira	normal	2	2749	GI
Elisa Farias	normal	2	3265	GI
Marina Freitas	normal	3	7222	EC
Maite Fernandes	normal	1	1070	CONT
Lavinia Oliveira	normal	2	3151	EI
Nicolas Barros	normal	3	1515	GE
Daniela Moura	normal	2	5237	EM
Luigi Carvalho	normal	2	4639	EC
Francisco Pinto	normal	3	3046	TDMO
Elisa Santos	normal	2	4094	EE
 Bryan da Mota	normal	1	7249	TUR
 Ana Vitoria Ferreira	normal	1	3456	EM
Theo Sales	normal	1	4207	CONT
 Alice da Conceicao	normal	3	4611	EA
Joao Correia	normal	2	2232	EM
 Rodrigo Jesus	normal	3	1414	EI
Theo Ferreira	normal	3	3829	CONT
Helena Porto	normal	1	3188	MKT
Pedro Lucas Pereira	normal	2	7441	EA
Helena Vieira	normal	2	6315	EI
Nicolas Cardoso	normal	2	1373	GI
Alice Araujo	normal	2	6858	TDMO
Evelyn Fogaca	normal	3	7944	GE
Lucca da Rosa	normal	1	7003	TDMO
Felipe Fernandes	normal	2	1953	EE
Theo Jesus	normal	3	3925	EM
Camila da Cunha	normal	2	6439	EA
Luana da Mota	normal	3	2949	TDM
Vitor Hugo Duarte	normal	3	7850	GI
Caroline Ribeiro	normal	2	6277	CONT
Pedro Miguel Cardoso	normal	2	7106	EA
Matheus Barbosa	normal	1	6756	EE
Vitor Gabriel Moura	normal	3	3347	TDMO
 Carolina Pereira	normal	3	3451	EM
Emanuelly Monteiro	normal	2	4357	TDMO
Agatha Rodrigues	normal	3	6462	EM
Catarina Monteiro	dirigente-associativo	1	2647	EA
 Caue Campos	normal	1	6442	EA
Ian Monteiro	normal	1	2284	EC
Andre Pinto	normal	1	4214	TDMO
 Alexandre da Rocha	normal	3	6594	GI
 Guilherme Nogueira	normal	1	2644	CONT
 Lara Lopes	normal	1	6579	TUR
Valentina Martins	normal	3	5334	EA
Noah Costela	normal	2	7208	TDM
Isabella Nascimento	normal	2	4020	TUR
Daniel Araujo	normal	1	1144	MKT
Maria Sophia Freitas	normal	2	5091	TDM
Joao Miguel da Conceicao	normal	1	4901	EE
Eduarda Rezende	normal	1	6108	EM
Thiago Teixeira	trabalhador-estudante	1	6504	EA
Igor das Neves	trabalhador-estudante	3	1781	TUR
Olivia Alves	trabalhador-estudante	3	2926	EI
Maria Cecilia Lima	trabalhador-estudante	1	2851	EC
Nicolas Nogueira	trabalhador-estudante	1	7915	EC
Otavio Nunes	trabalhador-estudante	1	4083	GE
Joao Pedro Ribeiro	trabalhador-estudante	2	4149	EI
Pedro Henrique Cunha	trabalhador-estudante	1	1028	TDMO
Calebe Souza	trabalhador-estudante	3	3018	GE
Paulo Alves	trabalhador-estudante	3	4840	EI
Isadora Carvalho	trabalhador-estudante	1	4541	EA
Isabella Carvalho	trabalhador-estudante	2	5252	EI
Elisa da Mata	trabalhador-estudante	1	4502	EI
Maria Silveira	trabalhador-estudante	3	2904	EM
Noah Melo	trabalhador-estudante	1	3815	TUR
 Maria Alice Gomes	trabalhador-estudante	2	7360	EE
Theo Viana	trabalhador-estudante	2	1462	MKT
Laura Ribeiro	trabalhador-estudante	1	3923	CONT
Isis da Mota	trabalhador-estudante	1	5377	EA
Kamilly Carvalho	trabalhador-estudante	3	2097	EC
Luiz Felipe Rodrigues	trabalhador-estudante	2	2492	EC
Stella Nunes	trabalhador-estudante	1	1489	EC
Ana Julia Barbosa	trabalhador-estudante	3	1853	TDMO
 Maria Cecilia Alves	normal	2	2338	EM
 Isabel Nunes	normal	3	1783	EA
Alice Moreira	normal	2	4822	EE
Carlos Eduardo Viana	normal	3	4608	EA
Ana Vitoria Santos	normal	2	6948	GE
Maria Cecilia Moura	normal	2	1779	TUR
Sophia Alves	normal	1	5133	EC
 Sofia Castro	normal	3	6744	CONT
Diogo Moreira	normal	1	5971	GI
 Beatriz Rocha	normal	1	7273	TDMO
Isis Ferreira	normal	3	6349	EC
Davi Ribeiro	normal	1	7162	EI
Luiz Miguel Cardoso	normal	1	2257	MKT
Alicia Ribeiro	normal	1	4688	GI
Guilherme Novaes	normal	1	2912	EI
Joao Felipe Melo	normal	3	7790	GI
Marcos Vinicius da Mata	normal	3	7473	EA
Laura Campos	normal	2	5234	EI
Isis Araujo	dirigente-associativo	1	7368	EI
Joao Gabriel Goncalves	normal	1	1623	CONT
 Theo Melo	normal	1	3123	EA
Lucca Dias	normal	2	1769	EM
Lorena da Mota	normal	2	7872	GI
 Enrico Carvalho	normal	1	7778	EM
Pietro Fernandes	normal	1	1801	EC
Emanuella da Cunha	normal	2	3708	EA
Diego Oliveira	normal	1	3326	TDMO
Gustavo Cardoso	normal	2	7394	EC
Henrique Cardoso	normal	3	5381	MKT
 Ana Sophia Ramos	normal	1	7090	EM
Joao Gabriel Nascimento	normal	1	4366	TDM
Vitoria Carvalho	normal	3	2149	GE
Mariane Campos	normal	1	7324	TUR
 Miguel Sales	normal	3	4203	GI
Alice Pires	normal	1	6532	EE
Isadora Moraes	normal	1	4455	MKT
Nicolas Nascimento	normal	2	6916	GI
Rafael Barros	normal	2	7185	CONT
 Ana Sophia Jesus	normal	1	7483	EE
Joao Lucas Cardoso	normal	1	5725	TDMO
Lucas Gabriel Peixoto	normal	2	7731	TDMO
Gabriel Castro	normal	1	1392	TUR
Joao Porto	normal	3	2015	TDM
Maria Vieira	normal	3	6932	EA
Yasmin da Conceicao	normal	2	5819	EE
Sophia Castro	normal	3	1682	EI
Luiz Fernando da Mota	normal	3	5208	TDM
Nathan Santos	normal	2	6006	TDM
Vitoria Moraes	normal	1	4451	EA
Ana Sophia Fernandes	normal	3	5568	TDMO
Eloah Rodrigues	dirigente-associativo	1	3215	EM
Lucca da Paz	normal	1	2372	MKT
Vinicius Farias	normal	1	1937	TDM
Otavio Pinto	normal	1	7907	EC
Gabriel Viana	normal	2	5226	TUR
Lorena Costela	normal	3	1192	EE
Joao Miguel Pereira	normal	1	3888	MKT
Stephany Ramos	normal	1	6244	TDM
Vinicius Santos	normal	3	5741	EE
Joao Felipe Viana	normal	2	4046	EC
Brenda Souza	normal	1	2675	EA
Maria Julia Goncalves	normal	3	4596	MKT
Lavinia Caldeira	normal	3	7633	CONT
Maria Julia Souza	normal	2	2845	EC
Yasmin Freitas	normal	3	5529	MKT
Luiz Gustavo Moreira	normal	3	1893	GI
Helena Sales	normal	1	7344	TUR
 Clarice Moreira	normal	1	5696	EC
Yasmin Rezende	normal	1	7406	TDMO
Alexandre Santos	normal	1	7888	EA
Kamilly Farias	normal	3	6283	MKT
 Caua da Cunha	normal	2	3920	CONT
Diego da Paz	normal	3	3286	EA
 Leandro Costa	normal	2	6440	EC
Joao Pedro das Neves	normal	1	3977	TDM
Maite Ramos	normal	1	2779	EC
 Yago Nascimento	normal	2	7425	GE
Eduarda Teixeira	normal	2	1894	EM
 Clara Nogueira	normal	1	3762	EE
Luigi da Cruz	normal	2	5448	GI
Maria Luiza da Mata	normal	2	5814	MKT
Elisa da Conceicao	normal	1	4272	MKT
 Davi Fernandes	normal	1	7620	CONT
Stella Lima	dirigente-associativo	2	1403	EA
 Pietra Carvalho	normal	2	4318	TUR
 Joao Miguel da Costa	normal	1	7448	TDM
Sofia Moreira	normal	2	3866	TUR
 Clarice da Luz	normal	3	5351	MKT
Alexandre Fogaca	normal	1	6145	EI
Vitoria Farias	normal	3	6482	EC
Fernanda Fogaca	normal	2	4491	EI
Joao Vitor Nogueira	normal	3	6834	MKT
Fernando Silveira	normal	3	4411	MKT
Augusto Nascimento	normal	3	5046	EE
 Leonardo Porto	normal	1	2209	EC
Danilo Lima	normal	1	5940	GI
Theo Rodrigues	normal	1	3794	EM
Thomas Nunes	normal	1	2388	EC
Isaac Araujo	normal	3	6986	EE
Carlos Eduardo Silveira	normal	1	7838	TUR
Ryan da Conceicao	normal	1	3065	TDM
 Henrique Castro	normal	1	1603	EM
Nicole Nunes	normal	1	2586	GE
Pedro Costela	normal	2	2950	EE
Yuri Costela	normal	2	7133	GE
Amanda Viana	normal	1	3352	CONT
Lorena Melo	normal	2	6124	EC
Murilo Fernandes	normal	1	3980	TDMO
Luiz Gustavo Pires	normal	3	7140	EC
Joao Miguel Monteiro	normal	3	3235	GE
Leonardo Freitas	normal	3	7322	TUR
Kaique Rocha	normal	1	1612	GE
Leticia Moreira	normal	1	3878	CONT
Thales da Conceicao	normal	2	6022	EM
 Joao Lucas Ribeiro	normal	2	2448	GI
Marcela Costela	normal	2	7499	TUR
Stephany Goncalves	normal	2	2352	CONT
Eduardo Fogaca	normal	1	1784	EC
 Renan Rezende	normal	2	7626	TUR
Vicente Aragao	dirigente-associativo	1	7510	GI
Andre Rodrigues	normal	3	1818	EC
Ana Luiza Sales	normal	2	6296	MKT
Lucas Moreira	normal	3	5361	EM
Renan da Costa	normal	1	7300	TDM
Luiz Henrique Nogueira	normal	3	1170	MKT
Emanuella Peixoto	normal	1	1533	EM
Davi Lucca Pereira	normal	1	4437	GE
 Caroline Viana	normal	1	2057	TDM
Davi Lucas Farias	normal	1	7575	EI
Raul Goncalves	trabalhador-estudante	2	5655	EC
Isadora Cavalcanti	trabalhador-estudante	3	7076	EE
Leticia Porto	trabalhador-estudante	3	3965	EM
Lorena da Mota	trabalhador-estudante	3	6749	EI
Sabrina da Costa	trabalhador-estudante	2	1828	TDMO
Davi Lucca Cardoso	trabalhador-estudante	2	1991	TDM
Lavinia Fogaca	trabalhador-estudante	1	2734	EA
Ana Clara Novaes	trabalhador-estudante	1	4664	CONT
Ryan Campos	trabalhador-estudante	1	4233	TDMO
Yago Goncalves	trabalhador-estudante	1	7982	CONT
Maite Gomes	trabalhador-estudante	1	4934	MKT
 Joao Felipe Barros	trabalhador-estudante	2	3734	TDMO
Levi Nogueira	trabalhador-estudante	2	7501	EA
Luiz Miguel Pereira	trabalhador-estudante	1	3311	GI
Joao Pinto	trabalhador-estudante	3	5526	EE
Yasmin Souza	trabalhador-estudante	1	2761	GI
Elisa Mendes	trabalhador-estudante	3	5271	EM
 Bianca Vieira	trabalhador-estudante	1	2417	MKT
Thomas Castro	trabalhador-estudante	2	5084	EA
Thomas Pinto	trabalhador-estudante	2	1147	EE
Ana Sophia Lopes	trabalhador-estudante	1	5633	EC
 Clarice da Mata	trabalhador-estudante	2	2299	EC
Gabrielly da Cunha	trabalhador-estudante	1	7087	TUR
 Lais Campos	trabalhador-estudante	1	1216	GI
Vitor Hugo Santos	trabalhador-estudante	2	6358	EA
Clarice Dias	trabalhador-estudante	1	6246	GI
 Emilly Fogaca	trabalhador-estudante	2	1851	TDMO
Francisco da Conceicao	trabalhador-estudante	3	1385	EM
Yasmin Lopes	trabalhador-estudante	2	2059	MKT
Vitoria Goncalves	trabalhador-estudante	1	1629	EI
Pedro Freitas	trabalhador-estudante	3	5185	EM
Thiago Costela	trabalhador-estudante	3	4763	EA
Larissa Souza	trabalhador-estudante	2	5414	EE
Leticia Goncalves	trabalhador-estudante	3	6488	EM
Gabrielly da Cruz	trabalhador-estudante	2	1441	GI
Julia Campos	trabalhador-estudante	1	5546	TDMO
Erick Teixeira	trabalhador-estudante	2	7880	EA
Nicolas Duarte	trabalhador-estudante	3	1652	MKT
Calebe Silveira	trabalhador-estudante	1	5060	MKT
Juliana Cardoso	trabalhador-estudante	1	5903	GI
Emilly Cardoso	trabalhador-estudante	2	5804	EI
 Vitor Nunes	normal	2	1838	TDMO
Benjamin Nascimento	normal	2	7802	GI
Erick Nunes	normal	3	1830	CONT
Ana Sophia Peixoto	normal	3	5481	EE
Eduardo Nogueira	normal	2	2371	MKT
Valentina Nunes	normal	2	6435	TUR
Isabella Carvalho	normal	3	1407	EI
 Joana Araujo	normal	2	1217	MKT
Fernanda Melo	normal	3	3542	EC
Kevin Silveira	normal	3	4117	EE
Julia Cavalcanti	normal	3	3681	CONT
Alice Freitas	normal	2	3623	TDM
Valentina Alves	normal	1	2278	GI
Maria Fernanda da Luz	dirigente-associativo	1	1344	EM
Agatha Freitas	normal	2	7257	TDMO
Natalia Ferreira	normal	2	2738	EM
 Ana Alves	normal	2	6577	EI
Felipe Ferreira	normal	3	2287	MKT
Maite Freitas	normal	1	3743	TUR
 Luiz Otavio da Cruz	normal	1	1126	EI
Joana da Cunha	normal	3	2269	EI
Alana Fernandes	normal	2	4056	CONT
Eduarda Nunes	normal	2	4595	GE
 Leonardo Dias	normal	2	7307	TDMO
Yago Duarte	normal	3	6168	EM
Maria Luiza Azevedo	normal	1	5593	EC
Felipe Duarte	normal	2	2547	TUR
Isabelly Silva	normal	1	1663	EI
Maria Fernanda Nunes	normal	1	7314	EA
Isadora da Mota	normal	3	6824	EM
Natalia Gomes	normal	2	4543	EI
Esther Costa	normal	3	5997	EA
Heitor Costela	normal	1	2802	EM
Laura Fogaca	normal	2	2359	TDMO
Luiza Lima	dirigente-associativo	1	5465	TDM
Daniel da Cruz	normal	1	1058	TDMO
Maria Vitoria Cunha	normal	1	7495	CONT
 Joao Vitor Farias	normal	3	6595	EM
Ana Julia Peixoto	normal	2	7177	EC
Maria Clara Silveira	normal	2	1493	GE
Mariana Rodrigues	normal	2	2199	EA
Clarice Fernandes	normal	2	5299	EA
 Vitoria da Cunha	normal	1	3721	TUR
Felipe Mendes	normal	1	2148	TDMO
Levi da Mata	normal	1	7248	CONT
Melissa da Rosa	normal	2	1722	TDM
Ana Luiza Silva	normal	1	2934	CONT
Helena Nunes	normal	1	4787	EA
Vitoria Rezende	normal	3	2079	MKT
Emanuel Silveira	normal	2	4859	EI
Maria Fernanda Peixoto	normal	2	2872	GE
Barbara da Paz	normal	2	1600	EA
 Maria Cecilia Moura	normal	1	4317	CONT
 Camila Silva	normal	1	6028	EC
Emanuel Rocha	normal	1	4008	CONT
 Lais Azevedo	normal	1	7898	GE
Isabella Goncalves	normal	3	7130	TDM
 Catarina Caldeira	normal	3	3116	MKT
Isadora Lopes	normal	1	7393	MKT
Isadora Rocha	normal	2	4653	MKT
Raquel das Neves	normal	1	5326	GI
Barbara Silva	dirigente-associativo	2	3051	EC
Caroline Rocha	normal	1	3991	MKT
Kamilly Ferreira	normal	3	6286	TUR
Gabrielly Melo	normal	2	4238	EM
 Leandro da Conceicao	normal	3	5088	EA
Luna Nascimento	normal	2	6004	EE
 Olivia Porto	atleta	1	7848	TDM
Davi Lucca Nogueira	normal	2	4490	EM
Pedro Silveira	normal	1	3994	TDM
Daniela Rocha	normal	1	4692	EM
Luiz Otavio Almeida	normal	2	4672	GI
Giovanna Ferreira	normal	1	5217	EE
Anthony Souza	normal	1	4213	TDMO
Helena Sales	normal	2	3420	EC
Yago da Cunha	normal	2	6181	GE
Isis Azevedo	normal	2	7775	EM
Julia Fernandes	normal	2	3343	TDMO
Amanda Martins	normal	3	4873	TDMO
Sofia Oliveira	normal	2	6471	EI
Pedro Miguel Duarte	normal	2	7374	GE
Larissa da Cunha	normal	2	5639	CONT
 Eloah Araujo	normal	1	2860	TDMO
Joao Felipe Alves	normal	3	6195	TDM
Ana Laura Rezende	normal	2	4324	TDMO
 Lucca Duarte	normal	1	2873	EM
Joaquim Ramos	normal	2	3944	CONT
Enrico Nascimento	normal	3	6381	GI
Emanuelly Pinto	atleta	2	3595	TDM
Leandro da Rocha	atleta	1	4064	CONT
Marina Goncalves	atleta	1	1251	EA
Alice Gomes	atleta	1	2943	CONT
Luigi Costela	atleta	3	1740	EA
Ana Laura Moreira	normal	1	1276	MKT
Esther Jesus	normal	3	1694	EM
Nicole da Costa	normal	3	7276	TDM
Maysa Teixeira	normal	2	6038	EE
Cecilia Freitas	normal	1	5266	GI
 Thales Ramos	normal	2	6196	TUR
 Alana Campos	normal	3	4835	EI
Benicio Dias	normal	2	1291	GI
Erick Ribeiro	normal	1	7326	TDMO
Clara Pires	normal	2	4940	TUR
Mariana Pinto	normal	2	5731	EA
Matheus Costela	normal	1	2320	EA
 Emilly Moreira	normal	2	6923	EC
 Joao Gabriel da Luz	normal	1	4305	TDM
Thiago Ferreira	normal	3	5159	CONT
Maria Luiza Aragao	normal	2	7773	EE
Ana Luiza da Cunha	normal	2	2901	TDM
Barbara Alves	normal	1	7191	TDM
